timestamp,merchant,amount,city,state,pred_category,category
01-07-2019 02:07,"fraud_Jenkins, Hauck and Friesen",77.32,Ford,VA,gas_transport,gas_transport
01-07-2019 02:07,fraud_Pacocha-O'Reilly,86.76,Altair,TX,grocery_pos,grocery_pos
01-07-2019 02:08,"fraud_Schumm, Bauch and Ondricka",154.75,Tyaskin,MD,grocery_pos,grocery_pos
01-07-2019 02:08,"fraud_Raynor, Feest and Miller",85.91,Eagarville,IL,gas_transport,gas_transport
01-07-2019 02:08,fraud_Schamberger-O'Keefe,70.4,Warren,OH,grocery_pos,grocery_pos
01-07-2019 02:09,"fraud_Raynor, Feest and Miller",62.31,Clarinda,IA,gas_transport,gas_transport
01-07-2019 02:09,fraud_Koepp-Parker,93.33,Llano,NM,grocery_pos,grocery_pos
01-07-2019 02:09,fraud_Prohaska-Murray,61.5,Mount Hope,AL,gas_transport,gas_transport
01-07-2019 02:09,fraud_Boyer PLC,6.04,New Waverly,TX,shopping_net,shopping_net
01-07-2019 02:10,fraud_Mraz-Herzog,85.05,Livonia,MI,gas_transport,gas_transport
01-07-2019 02:10,"fraud_Boehm, Predovic and Reinger",1.26,Whigham,GA,misc_pos,misc_pos
01-07-2019 02:11,fraud_Hills-Olson,99.13,Gadsden,AL,grocery_net,grocery_net
01-07-2019 02:12,fraud_Spencer-Runolfsson,34.42,Fort Washakie,WY,misc_pos,misc_pos
01-07-2019 02:12,"fraud_Schumm, Bauch and Ondricka",122.43,Mountain Center,CA,grocery_pos,grocery_pos
01-07-2019 02:12,"fraud_Kohler, Lindgren and Koelpin",69.91,Pittsburgh,PA,grocery_net,grocery_net
01-07-2019 02:13,fraud_Denesik and Sons,3.66,Heislerville,NJ,shopping_pos,shopping_pos
01-07-2019 02:13,fraud_Friesen-Stamm,60.44,Grand Bay,AL,gas_transport,gas_transport
01-07-2019 02:15,fraud_Kuphal-Bartoletti,2.4,El Paso,TX,misc_net,misc_net
01-07-2019 02:16,"fraud_Towne, Walker and Borer",79.29,Stillwater,OK,grocery_net,grocery_net
01-07-2019 02:17,"fraud_Schroeder, Hauck and Treutel",11.14,Louisville,KY,entertainment,entertainment
01-07-2019 02:17,"fraud_Casper, Hand and Zulauf",116.68,Harrington Park,NJ,grocery_pos,grocery_pos
01-07-2019 02:18,fraud_Bins-Rice,105.07,Trenton,TX,gas_transport,gas_transport
01-07-2019 02:18,fraud_Douglas-White,75.05,Ratcliff,TX,entertainment,entertainment
01-07-2019 02:18,fraud_Prohaska-Murray,60.99,Sunflower,MS,gas_transport,gas_transport
01-07-2019 02:19,fraud_Rau and Sons,38.65,Karnack,TX,grocery_pos,grocery_pos
01-07-2019 02:19,fraud_Conroy Ltd,308.48,Whigham,GA,shopping_pos,shopping_pos
01-07-2019 02:19,fraud_Ortiz Group,34.76,Lebanon,VA,grocery_net,grocery_net
01-07-2019 02:20,fraud_Lockman Ltd,211.75,Ronceverte,WV,grocery_pos,grocery_pos
01-07-2019 02:20,"fraud_Lind, Huel and McClure",53.02,Cressona,PA,gas_transport,gas_transport
01-07-2019 02:20,fraud_Rau and Sons,85.67,Conway,WA,grocery_pos,grocery_pos
01-07-2019 02:21,fraud_Spinka Inc,13.5,Battle Creek,IA,grocery_net,grocery_net
01-07-2019 02:21,fraud_Klein Group,1.52,Grand Ridge,FL,entertainment,entertainment
01-07-2019 02:22,fraud_Kilback Group,38.05,Warren,MI,food_dining,food_dining
01-07-2019 02:23,"fraud_Langworth, Boehm and Gulgowski",5.41,Shenandoah Junction,WV,shopping_net,shopping_net
01-07-2019 02:23,fraud_Cole PLC,107.61,Stephensport,KY,grocery_pos,grocery_pos
01-07-2019 02:24,"fraud_Schroeder, Hauck and Treutel",33.02,Waukesha,WI,entertainment,entertainment
01-07-2019 02:24,fraud_Johns-Hoeger,36.7,Stephensport,KY,entertainment,entertainment
01-07-2019 02:24,"fraud_Schumm, McLaughlin and Carter",80.5,Naples,FL,food_dining,food_dining
01-07-2019 02:24,"fraud_Olson, Becker and Koch",68.74,Utica,MO,gas_transport,gas_transport
01-07-2019 02:24,fraud_Lynch Ltd,8.68,Tamaroa,IL,shopping_pos,shopping_pos
01-07-2019 02:25,fraud_Conroy-Emard,172.5,Pomona,NY,food_dining,food_dining
01-07-2019 02:25,fraud_McDermott-Weimann,114.88,Spearsville,LA,grocery_pos,grocery_pos
01-07-2019 02:26,"fraud_Heller, Gutmann and Zieme",184.25,Old Hickory,TN,grocery_pos,grocery_pos
01-07-2019 02:26,fraud_Schamberger-O'Keefe,92.02,Acworth,NH,grocery_pos,grocery_pos
01-07-2019 02:27,fraud_Rowe-Vandervort,90.15,Rock Springs,WY,grocery_net,grocery_net
01-07-2019 02:27,fraud_Heller-Abshire,109.2,Atglen,PA,grocery_net,grocery_net
01-07-2019 02:28,fraud_Torp-Labadie,54.82,Greenbush,VA,gas_transport,gas_transport
01-07-2019 02:29,fraud_Padberg-Welch,22.9,Titusville,FL,grocery_pos,grocery_pos
01-07-2019 02:30,"fraud_Stroman, Hudson and Erdman",66.42,Mount Morris,NY,gas_transport,gas_transport
01-07-2019 02:30,"fraud_Rutherford, Homenick and Bergstrom",44.46,Cottekill,NY,grocery_net,grocery_net
01-07-2019 02:30,fraud_Rodriguez Group,69.52,Jefferson,NY,gas_transport,gas_transport
01-07-2019 02:30,"fraud_Connelly, Reichert and Fritsch",66.99,Rock Springs,WY,gas_transport,gas_transport
01-07-2019 02:31,fraud_Erdman-Kertzmann,70.06,Tomahawk,WI,gas_transport,gas_transport
01-07-2019 02:32,fraud_Kuvalis Ltd,63.9,Ozawkie,KS,gas_transport,gas_transport
01-07-2019 02:33,fraud_Klocko LLC,4.57,Independence,MO,misc_net,misc_net
01-07-2019 02:33,fraud_Flatley Group,48.46,Philadelphia,PA,misc_pos,misc_pos
01-07-2019 02:34,fraud_Keeling-Crist,38.87,Bauxite,AR,misc_pos,misc_pos
01-07-2019 02:34,fraud_Dooley Inc,8.67,Kenner,LA,shopping_pos,shopping_pos
01-07-2019 02:34,"fraud_Haley, Jewess and Bechtelar",5.07,River,KY,shopping_pos,shopping_pos
01-07-2019 02:34,fraud_Bauch-Blanda,5.51,Waukesha,WI,entertainment,entertainment
01-07-2019 02:34,fraud_O'Keefe-Hudson,94.0,Waupaca,WI,grocery_pos,grocery_pos
01-07-2019 02:35,fraud_Smitham-Schiller,61.23,Nokomis,IL,grocery_net,grocery_net
01-07-2019 02:35,fraud_Abshire PLC,255.84,Farmington,NY,entertainment,entertainment
01-07-2019 02:35,fraud_Kihn Inc,6.14,Oxford,MI,shopping_pos,shopping_pos
01-07-2019 02:37,fraud_Emmerich-Luettgen,53.09,Topeka,KS,grocery_net,grocery_net
01-07-2019 02:38,fraud_Bauch-Blanda,4.21,North Prairie,WI,entertainment,entertainment
01-07-2019 02:38,fraud_Maggio-Fahey,4.17,Liberty Mills,IN,misc_pos,misc_pos
01-07-2019 02:39,"fraud_Koss, McLaughlin and Mayer",173.85,Hopkins,SC,food_dining,food_dining
01-07-2019 02:40,fraud_Emard Inc,85.41,Corona,CA,gas_transport,gas_transport
01-07-2019 02:40,fraud_Cole PLC,114.64,Ollie,IA,grocery_pos,grocery_pos
01-07-2019 02:41,"fraud_Schultz, Simonis and Little",176.76,Phoenix,AZ,grocery_pos,grocery_pos
01-07-2019 02:41,fraud_Kuphal-Predovic,33.08,Lahoma,OK,misc_net,misc_net
01-07-2019 02:41,fraud_Bradtke PLC,125.73,Brownville,NY,grocery_pos,grocery_pos
01-07-2019 02:42,fraud_Bauch-Raynor,100.31,Birmingham,IA,grocery_pos,grocery_pos
01-07-2019 02:43,fraud_Luettgen PLC,73.67,Spearsville,LA,gas_transport,gas_transport
01-07-2019 02:44,fraud_Prohaska-Murray,55.43,Keisterville,PA,gas_transport,gas_transport
01-07-2019 02:44,fraud_Friesen-D'Amore,76.22,Oxford,MI,gas_transport,gas_transport
01-07-2019 02:44,"fraud_Streich, Dietrich and Barton",7.55,Ashfield,MA,shopping_net,shopping_net
01-07-2019 02:45,fraud_Hintz-Bruen,28.68,Whaleyville,MD,grocery_net,grocery_net
01-07-2019 02:45,fraud_Bauch-Raynor,211.12,Plainfield,NJ,grocery_pos,grocery_pos
01-07-2019 02:46,fraud_Sporer Inc,72.69,Murrayville,IL,gas_transport,gas_transport
01-07-2019 02:47,fraud_Donnelly PLC,56.56,Paint Rock,AL,misc_net,misc_net
01-07-2019 02:47,fraud_McGlynn-Jaskolski,3.29,Joliet,IL,misc_pos,misc_pos
01-07-2019 02:47,fraud_Terry-Huel,98.41,Mount Saint Joseph,OH,shopping_net,shopping_net
01-07-2019 02:47,fraud_Nienow PLC,60.41,Santa Monica,CA,entertainment,entertainment
01-07-2019 02:49,fraud_Johns Inc,3.35,Metairie,LA,entertainment,entertainment
01-07-2019 02:49,fraud_Bailey-Morar,62.86,East Canaan,CT,grocery_pos,grocery_pos
01-07-2019 02:49,fraud_Koelpin and Sons,9.02,Sterling City,TX,misc_net,misc_net
01-07-2019 02:49,fraud_Koelpin and Sons,43.12,Knoxville,TN,misc_net,misc_net
01-07-2019 02:51,fraud_Spencer-Runolfsson,42.88,Fiddletown,CA,misc_pos,misc_pos
01-07-2019 02:54,fraud_Marks Inc,87.01,Belgrade,MT,gas_transport,gas_transport
01-07-2019 02:54,"fraud_Ferry, Reichel and DuBuque",42.17,Baroda,MI,grocery_net,grocery_net
01-07-2019 02:55,fraud_Bogisich Inc,165.91,Garrattsville,NY,grocery_pos,grocery_pos
01-07-2019 02:56,fraud_Lockman Ltd,196.94,Lake Oswego,OR,grocery_pos,grocery_pos
01-07-2019 02:56,fraud_Stoltenberg-Beatty,3.27,Norwich,OH,shopping_pos,shopping_pos
01-07-2019 02:56,fraud_Kilback LLC,48.22,Aurora,CO,grocery_pos,grocery_pos
01-07-2019 02:56,"fraud_Mosciski, Gislason and Mertz",85.84,West Henrietta,NY,grocery_pos,grocery_pos
01-07-2019 02:56,fraud_Maggio-Fahey,38.93,Mayersville,MS,misc_pos,misc_pos
01-07-2019 02:57,fraud_O'Keefe-Hudson,114.96,Comfort,WV,grocery_pos,grocery_pos
01-07-2019 02:57,fraud_Funk Group,61.02,Diamond,OH,grocery_net,grocery_net
01-07-2019 02:57,"fraud_Lockman, West and Runte",104.12,Smith River,CA,grocery_pos,grocery_pos
01-07-2019 02:59,fraud_Pfeffer and Sons,4.0,Minneapolis,MN,shopping_pos,shopping_pos
01-07-2019 02:59,"fraud_Boehm, Predovic and Reinger",35.36,Lorenzo,TX,misc_pos,misc_pos
01-07-2019 03:01,fraud_Ledner-Pfannerstill,53.84,Webster City,IA,gas_transport,gas_transport
01-07-2019 03:02,fraud_Shields Inc,51.74,Zaleski,OH,grocery_net,grocery_net
01-07-2019 03:02,fraud_McCullough Group,60.82,Valdosta,GA,grocery_net,grocery_net
01-07-2019 03:02,fraud_Ledner-Pfannerstill,71.54,Littleton,CO,gas_transport,gas_transport
01-07-2019 03:02,fraud_Torp-Lemke,1.19,Ridgeland,MS,misc_pos,misc_pos
01-07-2019 03:04,fraud_Kuvalis Ltd,65.02,Indianapolis,IN,gas_transport,gas_transport
01-07-2019 03:04,"fraud_Schumm, Bauch and Ondricka",132.79,Yellowstone National Park,WY,grocery_pos,grocery_pos
01-07-2019 03:05,"fraud_Connelly, Reichert and Fritsch",74.48,Bigelow,MN,gas_transport,gas_transport
01-07-2019 03:05,"fraud_Ferry, Lynch and Kautzer",7.25,Wichita,KS,misc_net,misc_net
01-07-2019 03:05,fraud_O'Keefe-Hudson,85.85,Brantley,AL,grocery_pos,grocery_pos
01-07-2019 03:06,fraud_Koepp-Witting,86.81,Bradley,SC,grocery_pos,grocery_pos
01-07-2019 03:06,"fraud_Cremin, Hamill and Reichel",38.81,Utica,PA,misc_pos,misc_pos
01-07-2019 03:06,fraud_Durgan-Auer,1.25,Holliday,TX,misc_net,misc_net
01-07-2019 03:07,fraud_Mraz-Herzog,71.55,Winter,WI,gas_transport,gas_transport
01-07-2019 03:07,"fraud_Lockman, West and Runte",32.36,Leo,IN,grocery_pos,grocery_pos
01-07-2019 03:07,fraud_Gibson-Deckow,1.36,Atglen,PA,entertainment,entertainment
01-07-2019 03:08,"fraud_Robel, Cummerata and Prosacco",94.86,Rhame,ND,gas_transport,gas_transport
01-07-2019 03:08,fraud_Beier LLC,144.72,Warren,MI,entertainment,entertainment
01-07-2019 03:09,fraud_Bruen-Yost,288.77,Moores Hill,IN,misc_pos,misc_pos
01-07-2019 03:09,fraud_Ledner-Pfannerstill,101.51,Key West,FL,gas_transport,gas_transport
01-07-2019 03:09,fraud_Wolf Inc,87.48,Scotia,SC,grocery_pos,grocery_pos
01-07-2019 03:09,"fraud_Raynor, Reinger and Hagenes",57.6,Manley,NE,gas_transport,gas_transport
01-07-2019 03:10,fraud_Sporer Inc,65.86,Phoenix,AZ,gas_transport,gas_transport
01-07-2019 03:10,"fraud_Mosciski, Gislason and Mertz",72.71,Lawrence,MA,grocery_pos,grocery_pos
01-07-2019 03:10,fraud_Pouros-Conroy,1.06,Oxford,MI,shopping_pos,shopping_pos
01-07-2019 03:11,fraud_Dach-Nader,6.37,Clayton,OK,misc_net,misc_net
01-07-2019 03:13,fraud_DuBuque LLC,93.56,Mount Morris,NY,grocery_pos,grocery_pos
01-07-2019 03:13,"fraud_Schaefer, McGlynn and Bosco",67.19,Princeton,IA,gas_transport,gas_transport
01-07-2019 03:13,fraud_Mante Group,1.17,Titusville,FL,misc_net,misc_net
01-07-2019 03:14,fraud_Kutch and Sons,79.28,New Holstein,WI,grocery_pos,grocery_pos
01-07-2019 03:15,fraud_Sporer Inc,89.11,Thida,AR,gas_transport,gas_transport
01-07-2019 03:15,fraud_Kiehn Inc,64.13,Bessemer,AL,grocery_pos,grocery_pos
01-07-2019 03:15,fraud_Donnelly PLC,7.32,Lakeview,MI,misc_net,misc_net
01-07-2019 03:16,"fraud_Lehner, Reichert and Mills",7.71,Laguna Hills,CA,misc_pos,misc_pos
01-07-2019 03:17,"fraud_Willms, Kris and Bergnaum",1.98,Bay Minette,AL,shopping_pos,shopping_pos
01-07-2019 03:17,fraud_Kunde-Sanford,9.09,Tickfaw,LA,misc_net,misc_net
01-07-2019 03:17,"fraud_Rutherford, Homenick and Bergstrom",85.46,Clarksville,TN,grocery_net,grocery_net
01-07-2019 03:17,fraud_Bins-Rice,55.2,Thomas,WV,gas_transport,gas_transport
01-07-2019 03:19,fraud_Hudson-Ratke,116.36,Hudson,KS,grocery_pos,grocery_pos
01-07-2019 03:19,fraud_Gerlach Inc,8.42,Cassatt,SC,shopping_net,shopping_net
01-07-2019 03:21,fraud_Luettgen PLC,60.69,Corsica,PA,gas_transport,gas_transport
01-07-2019 03:21,"fraud_Douglas, Schneider and Turner",144.88,West Hartford,VT,shopping_pos,shopping_pos
01-07-2019 03:21,"fraud_Rippin, Kub and Mann",42.88,Mesa,ID,misc_net,misc_net
01-07-2019 03:22,fraud_Huels-Nolan,42.06,Centerview,MO,gas_transport,gas_transport
01-07-2019 03:23,fraud_Bartoletti-Wunsch,42.45,Coleharbor,ND,gas_transport,gas_transport
01-07-2019 03:23,fraud_Conroy-Cruickshank,96.47,Lawrence,MA,gas_transport,gas_transport
01-07-2019 03:24,fraud_Pagac LLC,4.87,Ash Flat,AR,shopping_pos,shopping_pos
01-07-2019 03:24,"fraud_Zieme, Bode and Dooley",67.6,Pomona,NY,gas_transport,gas_transport
01-07-2019 03:24,fraud_Denesik and Sons,8.41,Brinson,GA,shopping_pos,shopping_pos
01-07-2019 03:26,fraud_Cummings Group,46.22,Kansas City,MO,grocery_net,grocery_net
01-07-2019 03:26,fraud_Medhurst PLC,213.85,Enola,AR,shopping_net,shopping_net
01-07-2019 03:27,fraud_Herman Inc,253.93,Coleharbor,ND,misc_pos,misc_pos
01-07-2019 03:27,"fraud_Huel, Hammes and Witting",96.61,Meadville,MO,grocery_pos,grocery_pos
01-07-2019 03:28,"fraud_Kerluke, Kertzmann and Wiza",10.49,Heart Butte,MT,misc_net,misc_net
01-07-2019 03:31,fraud_Medhurst PLC,198.33,Orient,NY,shopping_net,shopping_net
01-07-2019 03:31,fraud_Klocko LLC,1.47,Meridian,TX,misc_net,misc_net
01-07-2019 03:31,fraud_Kiehn-Emmerich,182.43,West Sayville,NY,grocery_pos,grocery_pos
01-07-2019 03:31,"fraud_Johnson, Runolfsdottir and Mayer",6.1,River,KY,misc_net,misc_net
01-07-2019 03:31,fraud_Gleason-Macejkovic,430.66,Parks,AZ,shopping_net,shopping_net
01-07-2019 03:31,fraud_Ledner-Pfannerstill,71.39,Burns Flat,OK,gas_transport,gas_transport
01-07-2019 03:32,fraud_Goldner-Lemke,59.79,Timberville,VA,entertainment,entertainment
01-07-2019 03:32,fraud_Bruen-Yost,9.5,Mc Nabb,IL,misc_pos,misc_pos
01-07-2019 03:32,fraud_Cummings Group,33.5,North Loup,NE,grocery_net,grocery_net
01-07-2019 03:33,fraud_Mayert Group,175.36,Montrose,NY,shopping_pos,shopping_pos
01-07-2019 03:33,fraud_Denesik and Sons,94.38,Barnard,SD,shopping_pos,shopping_pos
01-07-2019 03:34,fraud_Dickinson-Rempel,29.33,Juliette,GA,misc_pos,misc_pos
01-07-2019 03:34,fraud_Friesen-Stamm,69.09,Washington,DC,gas_transport,gas_transport
01-07-2019 03:35,"fraud_Ferry, Lynch and Kautzer",3.06,Tamaroa,IL,misc_net,misc_net
01-07-2019 03:36,fraud_Ledner-Pfannerstill,48.78,Spencer,SD,gas_transport,gas_transport
01-07-2019 03:36,fraud_Kozey-Boehm,8.56,Ratcliff,TX,shopping_net,shopping_net
01-07-2019 03:36,"fraud_Greenholt, Jacobi and Gleason",31.34,Oolitic,IN,gas_transport,gas_transport
01-07-2019 03:36,"fraud_Schultz, Simonis and Little",74.85,Logan,IL,grocery_pos,grocery_pos
01-07-2019 03:36,"fraud_Cremin, Hamill and Reichel",85.66,Knoxville,TN,misc_pos,misc_pos
01-07-2019 03:38,fraud_Torphy-Goyette,9.34,North Augusta,SC,shopping_pos,shopping_pos
01-07-2019 03:39,fraud_Huel Ltd,2.47,Greenwich,NJ,misc_net,misc_net
01-07-2019 03:39,fraud_Auer-Mosciski,176.07,Manistique,MI,grocery_pos,grocery_pos
01-07-2019 03:40,"fraud_Jones, Sawayn and Romaguera",307.17,Grandview,TX,misc_net,misc_net
01-07-2019 03:40,fraud_Pacocha-O'Reilly,67.19,Detroit,MI,grocery_pos,grocery_pos
01-07-2019 03:41,fraud_Strosin-Cruickshank,91.84,Washington Court House,OH,grocery_pos,grocery_pos
01-07-2019 03:41,fraud_Friesen Inc,12.68,Saint Louis,MO,shopping_pos,shopping_pos
01-07-2019 03:41,"fraud_Raynor, Reinger and Hagenes",53.66,Cross Plains,TX,gas_transport,gas_transport
01-07-2019 03:42,fraud_Buckridge PLC,5.76,Webster City,IA,misc_pos,misc_pos
01-07-2019 03:42,fraud_Buckridge PLC,52.15,Saint Paul,MN,misc_pos,misc_pos
01-07-2019 03:42,"fraud_Koss, McLaughlin and Mayer",56.32,Stillwater,OK,food_dining,food_dining
01-07-2019 03:42,fraud_Friesen-Stamm,82.35,Marienville,PA,gas_transport,gas_transport
01-07-2019 03:44,fraud_Marks Inc,57.64,Pembroke Township,IL,gas_transport,gas_transport
01-07-2019 03:45,fraud_Smitham-Schiller,26.04,Mallie,KY,grocery_net,grocery_net
01-07-2019 03:45,fraud_Herzog Ltd,9.98,Palmdale,CA,misc_pos,misc_pos
01-07-2019 03:46,fraud_Auer-West,146.35,Manor,PA,shopping_net,shopping_net
01-07-2019 03:46,"fraud_Zieme, Bode and Dooley",47.6,Moorhead,MS,gas_transport,gas_transport
01-07-2019 03:46,fraud_Bogisich Inc,118.19,Tyaskin,MD,grocery_pos,grocery_pos
01-07-2019 03:46,"fraud_Tillman, Fritsch and Schmitt",129.95,Parsonsfield,ME,misc_net,misc_net
01-07-2019 03:47,fraud_Schmitt Inc,48.84,Pembroke Township,IL,gas_transport,gas_transport
01-07-2019 03:47,fraud_Huels-Nolan,50.71,East Andover,ME,gas_transport,gas_transport
01-07-2019 03:48,fraud_Bruen-Yost,3.73,Surrency,GA,misc_pos,misc_pos
01-07-2019 03:48,fraud_Rempel Inc,6.8,May,TX,shopping_net,shopping_net
01-07-2019 03:48,fraud_Barton Inc,159.85,Steuben,ME,grocery_pos,grocery_pos
01-07-2019 03:48,"fraud_Schoen, Kuphal and Nitzsche",83.14,Whigham,GA,grocery_pos,grocery_pos
01-07-2019 03:49,fraud_Hills-Olson,63.67,Parker Dam,CA,grocery_net,grocery_net
01-07-2019 03:50,fraud_Kutch and Sons,125.94,Browning,MO,grocery_pos,grocery_pos
01-07-2019 03:51,"fraud_Johnson, Runolfsdottir and Mayer",1.88,Mulberry Grove,IL,misc_net,misc_net
01-07-2019 03:53,"fraud_Daugherty, Pouros and Beahan",2.04,Paulding,OH,shopping_pos,shopping_pos
01-07-2019 03:53,"fraud_Ruecker, Beer and Collier",1.73,Lahoma,OK,shopping_net,shopping_net
01-07-2019 03:53,fraud_Kutch LLC,38.27,Notrees,TX,gas_transport,gas_transport
01-07-2019 03:54,fraud_Torp-Labadie,65.11,Camden,MO,gas_transport,gas_transport
01-07-2019 03:54,fraud_Wuckert-Walter,47.46,Denham Springs,LA,grocery_net,grocery_net
01-07-2019 03:55,"fraud_Kovacek, Dibbert and Ondricka",222.6,Leonard,TX,grocery_pos,grocery_pos
01-07-2019 03:55,"fraud_Casper, Hand and Zulauf",59.25,Boonton,NJ,grocery_pos,grocery_pos
01-07-2019 03:56,fraud_Ledner-Pfannerstill,61.98,Grant,AL,gas_transport,gas_transport
01-07-2019 03:56,fraud_Koelpin and Sons,2.88,Parsonsfield,ME,misc_net,misc_net
01-07-2019 03:57,fraud_Bauch-Raynor,181.27,Indianapolis,IN,grocery_pos,grocery_pos
01-07-2019 03:57,fraud_Bradtke PLC,106.63,Orr,MN,grocery_pos,grocery_pos
01-07-2019 03:57,fraud_Halvorson Group,9.09,Bay Minette,AL,misc_pos,misc_pos
01-07-2019 03:57,fraud_Heidenreich PLC,108.6,Utica,PA,grocery_pos,grocery_pos
01-07-2019 03:57,"fraud_Jenkins, Hauck and Friesen",66.8,Rockwood,PA,gas_transport,gas_transport
01-07-2019 03:58,"fraud_Willms, Kris and Bergnaum",131.19,Williams,IN,shopping_pos,shopping_pos
01-07-2019 03:58,"fraud_Johnson, Runolfsdottir and Mayer",958.51,Morrisdale,PA,misc_net,misc_net
01-07-2019 03:58,"fraud_Schumm, Bauch and Ondricka",117.86,Freedom,WY,grocery_pos,grocery_pos
01-07-2019 03:58,fraud_Marks Inc,69.99,Saint Paul,MN,gas_transport,gas_transport
01-07-2019 03:59,fraud_Hickle Group,3.35,Paulding,OH,shopping_pos,shopping_pos
01-07-2019 03:59,fraud_Lemke-Gutmann,111.83,Oak Hill,NY,shopping_net,shopping_net
01-07-2019 03:59,fraud_Vandervort-Funk,179.84,Holcomb,KS,grocery_pos,grocery_pos
01-07-2019 03:59,fraud_Murray-Smitham,119.6,Holloway,OH,grocery_pos,grocery_pos
01-07-2019 03:59,"fraud_Lehner, Reichert and Mills",38.69,Dieterich,IL,misc_pos,misc_pos
01-07-2019 04:00,"fraud_Lehner, Mosciski and King",1.25,Lohrville,IA,misc_net,misc_net
01-07-2019 04:00,"fraud_Romaguera, Cruickshank and Greenholt",1.81,Andrews,IN,shopping_net,shopping_net
01-07-2019 04:00,fraud_Padberg-Welch,78.03,Karnack,TX,grocery_pos,grocery_pos
01-07-2019 04:01,fraud_Dibbert-Green,36.21,Naples,FL,entertainment,entertainment
01-07-2019 04:01,"fraud_Lockman, West and Runte",100.01,Haw River,NC,grocery_pos,grocery_pos
01-07-2019 04:02,fraud_Bogisich Inc,99.44,Altonah,UT,grocery_pos,grocery_pos
01-07-2019 04:02,fraud_Marks Inc,71.0,North Prairie,WI,gas_transport,gas_transport
01-07-2019 04:02,fraud_Kris-Padberg,15.54,Stirling,NJ,shopping_pos,shopping_pos
01-07-2019 04:04,fraud_Barton Inc,108.37,Livonia,MI,grocery_pos,grocery_pos
01-07-2019 04:04,fraud_Kerluke Inc,6.7,Camden,NY,misc_net,misc_net
01-07-2019 04:04,fraud_Spinka Inc,71.72,Auburn,ME,grocery_net,grocery_net
01-07-2019 04:04,fraud_Goldner-Lemke,4.47,Karnack,TX,entertainment,entertainment
01-07-2019 04:04,fraud_Brown PLC,1.29,Pembroke,NC,misc_net,misc_net
01-07-2019 04:05,fraud_Koss and Sons,30.43,Kirby,OH,gas_transport,gas_transport
01-07-2019 04:05,fraud_Towne LLC,34.39,Helm,CA,misc_pos,misc_pos
01-07-2019 04:05,"fraud_Christiansen, Goyette and Schamberger",32.75,Norwich,OH,gas_transport,gas_transport
01-07-2019 04:07,"fraud_Schaefer, Maggio and Daugherty",76.74,Paxton,MA,gas_transport,gas_transport
01-07-2019 04:07,fraud_Kihn Inc,1.47,Bay Minette,AL,shopping_pos,shopping_pos
01-07-2019 04:07,fraud_Bogisich Inc,154.61,Rule,TX,grocery_pos,grocery_pos
01-07-2019 04:07,"fraud_Lehner, Mosciski and King",89.72,Leetsdale,PA,misc_net,misc_net
01-07-2019 04:08,fraud_Zemlak Group,8.59,East Andover,ME,misc_net,misc_net
01-07-2019 04:08,fraud_Prohaska-Murray,45.42,Camden,MO,gas_transport,gas_transport
01-07-2019 04:08,fraud_Bauch-Raynor,80.72,Fullerton,NE,grocery_pos,grocery_pos
01-07-2019 04:09,fraud_Hintz-Bruen,61.48,Moab,UT,grocery_net,grocery_net
01-07-2019 04:10,"fraud_Lehner, Reichert and Mills",6.01,Delhi,LA,misc_pos,misc_pos
01-07-2019 04:11,fraud_Pacocha-Bauch,1.55,Greenwich,NJ,shopping_pos,shopping_pos
01-07-2019 04:11,fraud_Barrows PLC,123.85,Manderson,SD,shopping_pos,shopping_pos
01-07-2019 04:12,fraud_Murray-Smitham,87.3,Rockwell,IA,grocery_pos,grocery_pos
01-07-2019 04:12,"fraud_Goyette, Howell and Collier",137.34,New Boston,IL,shopping_pos,shopping_pos
01-07-2019 04:14,fraud_Sporer Inc,40.39,Redford,MO,gas_transport,gas_transport
01-07-2019 04:14,fraud_Koss and Sons,76.4,Winter,WI,gas_transport,gas_transport
01-07-2019 04:14,"fraud_Tromp, Kerluke and Glover",52.52,Haw River,NC,grocery_net,grocery_net
01-07-2019 04:14,fraud_Terry-Huel,76.52,Beasley,TX,shopping_net,shopping_net
01-07-2019 04:15,fraud_Auer-Mosciski,199.83,Roma,TX,grocery_pos,grocery_pos
01-07-2019 04:15,fraud_Huels-Nolan,45.05,Shields,ND,gas_transport,gas_transport
01-07-2019 04:15,fraud_Trantow PLC,79.5,Moravian Falls,NC,grocery_net,grocery_net
01-07-2019 04:15,"fraud_Stroman, Hudson and Erdman",55.69,Eagarville,IL,gas_transport,gas_transport
01-07-2019 04:16,fraud_Auer-Mosciski,86.18,Gadsden,AL,grocery_pos,grocery_pos
01-07-2019 04:16,"fraud_Langworth, Boehm and Gulgowski",13.98,Parsonsfield,ME,shopping_net,shopping_net
01-07-2019 04:16,fraud_Bauch-Raynor,144.73,Thrall,TX,grocery_pos,grocery_pos
01-07-2019 04:17,"fraud_Quitzon, Green and Bashirian",5.44,Utica,KS,shopping_pos,shopping_pos
01-07-2019 04:18,"fraud_Larkin, Stracke and Greenfelder",87.21,Edinburg,VA,entertainment,entertainment
01-07-2019 04:19,"fraud_Douglas, Schneider and Turner",1.11,Lamy,NM,shopping_pos,shopping_pos
01-07-2019 04:19,fraud_Barton Inc,199.6,Wilmington,NC,grocery_pos,grocery_pos
01-07-2019 04:19,fraud_Jaskolski-Vandervort,32.28,Tyler,TX,misc_net,misc_net
